trade_date,ts_code,open,high,low,close,pre_close,volume,amount,turnover_rate,limit_up,limit_down,is_trading
2025-08-04,600006.SH,5.56,5.62,5.49,5.55,5.57,900000.0,4995000.0,0.9,6.13,5.01,true
2025-08-04,001001.SZ,23.34,23.57,23.06,23.29,23.38,900000.0,20961000.0,0.9,25.72,21.04,true
2025-08-04,603999.SH,71.5,72.22,70.64,71.35,71.64,803.0,57294.05,0.0008,78.8,64.48,true
2025-08-05,600001.SH,11.93,12.05,11.81,11.93,11.94,1200000.0,14316000.0,1.2,13.13,10.75,true
2025-08-05,600002.SH,17.9,18.08,17.71,17.89,17.91,900000.0,16101000.0,0.9,19.7,16.12,true
2025-08-05,000001.SZ,9.39,9.48,9.29,9.38,9.41,1500000.0,14070000.0,1.5,10.35,8.47,true
2025-08-05,600003.SH,4.16,4.2,4.11,4.15,4.16,900000.0,3735000.0,0.9,4.58,3.74,true
2025-08-05,600004.SH,3.75,3.79,3.71,3.75,3.76,900000.0,3375000.0,0.9,4.14,3.38,true
2025-08-05,300001.SZ,27.71,27.99,27.39,27.67,27.75,800000.0,22136000.0,0.8,30.53,24.98,true
2025-08-05,688001.SH,41.56,41.98,41.09,41.5,41.62,800000.0,33200000.0,0.8,45.78,37.46,true
2025-08-05,920001.BJ,8.12,8.2,8.03,8.11,8.13,1300000.0,10543000.0,1.3,8.94,7.32,true
2025-08-05,600005.SH,7.46,7.53,7.38,7.45,7.47,900000.0,6705000.0,0.9,8.22,6.72,true
2025-08-05,600006.SH,5.54,5.6,5.47,5.53,5.55,900000.0,4977000.0,0.9,6.11,5.0,true
2025-08-05,001001.SZ,23.25,23.48,22.99,23.22,23.29,900000.0,20898000.0,0.9,25.62,20.96,true
2025-08-05,603999.SH,71.25,71.96,70.43,71.14,71.35,806.0,57338.84,0.0008,78.48,64.22,true
2025-08-06,600001.SH,11.93,12.05,11.81,11.93,11.93,1200000.0,14316000.0,1.2,13.12,10.74,true
2025-08-06,600002.SH,17.89,18.07,17.71,17.89,17.89,900000.0,16101000.0,0.9,19.68,16.1,true
2025-08-06,000001.SZ,9.37,9.46,9.27,9.36,9.38,1500000.0,14040000.0,1.5,10.32,8.44,true
2025-08-06,600003.SH,4.14,4.18,4.1,4.14,4.15,900000.0,3726000.0,0.9,4.57,3.74,true
2025-08-06,600004.SH,3.75,3.79,3.7,3.74,3.75,900000.0,3366000.0,0.9,4.12,3.38,true
2025-08-06,300001.SZ,27.64,27.92,27.33,27.61,27.67,800000.0,22088000.0,0.8,30.44,24.9,true
2025-08-06,688001.SH,41.46,41.87,41.01,41.42,41.5,800000.0,33136000.0,0.8,45.65,37.35,true
2025-08-06,920001.BJ,8.1,8.18,8.01,8.09,8.11,1300000.0,10517000.0,1.3,8.92,7.3,true
2025-08-06,600005.SH,7.45,7.52,7.37,7.44,7.45,900000.0,6696000.0,0.9,8.2,6.71,true
2025-08-06,600006.SH,5.53,5.59,5.46,5.52,5.53,900000.0,4968000.0,0.9,6.08,4.98,true
2025-08-06,001001.SZ,23.2,23.43,22.94,23.17,23.22,900000.0,20853000.0,0.9,25.54,20.9,true
2025-08-06,603999.SH,71.07,71.78,70.29,71.0,71.14,809.0,57439.0,0.0008,78.25,64.03,true
2025-08-07,600001.SH,11.93,12.06,11.81,11.94,11.93,1200000.0,14328000.0,1.2,13.12,10.74,true
2025-08-07,600002.SH,17.9,18.09,17.72,17.91,17.89,900000.0,16119000.0,0.9,19.68,16.1,true
2025-08-07,000001.SZ,9.36,9.45,9.26,9.35,9.36,1500000.0,14025000.0,1.5,10.3,8.42,true
2025-08-07,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-07,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-07,300001.SZ,27.59,27.87,27.3,27.58,27.61,800000.0,22064000.0,0.8,30.37,24.85,true
2025-08-07,688001.SH,41.4,41.81,40.97,41.38,41.42,800000.0,33104000.0,0.8,45.56,37.28,true
2025-08-07,920001.BJ,8.09,8.17,8.0,8.08,8.09,1300000.0,10504000.0,1.3,8.9,7.28,true
2025-08-07,600005.SH,7.44,7.51,7.36,7.43,7.44,900000.0,6687000.0,0.9,8.18,6.7,true
2025-08-07,600006.SH,5.51,5.57,5.45,5.51,5.52,900000.0,4959000.0,0.9,6.07,4.97,true
2025-08-07,001001.SZ,23.16,23.39,22.92,23.15,23.17,900000.0,20835000.0,0.9,25.49,20.85,true
2025-08-07,603999.SH,70.97,71.68,70.22,70.93,71.0,812.0,57595.16,0.0008,78.1,63.9,true
2025-08-08,600001.SH,11.95,12.08,11.83,11.96,11.94,1200000.0,14352000.0,1.2,13.13,10.75,true
2025-08-08,600002.SH,17.93,18.13,17.75,17.95,17.91,900000.0,16155000.0,0.9,19.7,16.12,true
2025-08-08,000001.SZ,9.35,9.44,9.26,9.35,9.35,1500000.0,14025000.0,1.5,10.29,8.41,true
2025-08-08,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-08,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-08,300001.SZ,27.58,27.86,27.3,27.58,27.58,800000.0,22064000.0,0.8,30.34,24.82,true
2025-08-08,688001.SH,41.38,41.79,40.97,41.38,41.38,800000.0,33104000.0,0.8,45.52,37.24,true
2025-08-08,920001.BJ,8.08,8.16,8.0,8.08,8.08,1300000.0,10504000.0,1.3,8.89,7.27,true
2025-08-08,600005.SH,7.43,7.5,7.36,7.43,7.43,900000.0,6687000.0,0.9,8.17,6.69,true
2025-08-08,600006.SH,5.51,5.57,5.45,5.51,5.51,900000.0,4959000.0,0.9,6.06,4.96,true
2025-08-08,001001.SZ,23.15,23.38,22.92,23.15,23.15,900000.0,20835000.0,0.9,25.46,20.84,true
2025-08-08,603999.SH,70.93,71.64,70.22,70.93,70.93,815.0,57807.95,0.0008,78.02,63.84,true
2025-08-11,600001.SH,11.98,12.12,11.86,12.0,11.96,1200000.0,14400000.0,1.2,13.16,10.76,true
2025-08-11,600002.SH,17.98,18.18,17.8,18.0,17.95,900000.0,16200000.0,0.9,19.75,16.16,true
2025-08-11,000001.SZ,9.36,9.45,9.27,9.36,9.35,1500000.0,14040000.0,1.5,10.29,8.41,true
2025-08-11,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-11,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-11,300001.SZ,27.59,27.89,27.31,27.61,27.58,800000.0,22088000.0,0.8,30.34,24.82,true
2025-08-11,688001.SH,41.4,41.83,40.99,41.42,41.38,800000.0,33136000.0,0.8,45.52,37.24,true
2025-08-11,920001.BJ,8.09,8.17,8.01,8.09,8.08,1300000.0,10517000.0,1.3,8.89,7.27,true
2025-08-11,600005.SH,7.44,7.51,7.37,7.44,7.43,900000.0,6696000.0,0.9,8.17,6.69,true
2025-08-11,600006.SH,5.51,5.58,5.45,5.52,5.51,900000.0,4968000.0,0.9,6.06,4.96,true
2025-08-11,001001.SZ,23.16,23.4,22.93,23.17,23.15,900000.0,20853000.0,0.9,25.46,20.84,true
2025-08-11,603999.SH,70.97,71.71,70.26,71.0,70.93,818.0,58078.0,0.0008,78.02,63.84,true
2025-08-12,600001.SH,12.03,12.17,11.91,12.05,12.0,1200000.0,14460000.0,1.2,13.2,10.8,true
2025-08-12,600002.SH,18.04,18.25,17.86,18.07,18.0,900000.0,16263000.0,0.9,19.8,16.2,true
2025-08-12,000001.SZ,9.37,9.47,9.28,9.38,9.36,1500000.0,14070000.0,1.5,10.3,8.42,true
2025-08-12,600003.SH,4.14,4.19,4.1,4.15,4.14,900000.0,3735000.0,0.9,4.55,3.73,true
2025-08-12,600004.SH,3.75,3.79,3.71,3.75,3.74,900000.0,3375000.0,0.9,4.11,3.37,true
2025-08-12,300001.SZ,27.64,27.95,27.36,27.67,27.61,800000.0,22136000.0,0.8,30.37,24.85,true
2025-08-12,688001.SH,41.46,41.91,41.05,41.5,41.42,800000.0,33200000.0,0.8,45.56,37.28,true
2025-08-12,920001.BJ,8.1,8.19,8.02,8.11,8.09,1300000.0,10543000.0,1.3,8.9,7.28,true
2025-08-12,600005.SH,7.45,7.52,7.38,7.45,7.44,900000.0,6705000.0,0.9,8.18,6.7,true
2025-08-12,600006.SH,5.53,5.59,5.47,5.53,5.52,900000.0,4977000.0,0.9,6.07,4.97,true
2025-08-12,001001.SZ,23.2,23.45,22.97,23.22,23.17,900000.0,20898000.0,0.9,25.49,20.85,true
2025-08-12,603999.SH,71.07,71.85,70.36,71.14,71.0,821.0,58405.94,0.0008,78.1,63.9,true
2025-08-13,600001.SH,12.08,12.23,11.96,12.11,12.05,1200000.0,14532000.0,1.2,13.26,10.85,true
2025-08-13,600002.SH,18.12,18.34,17.94,18.16,18.07,900000.0,16344000.0,0.9,19.88,16.26,true
2025-08-13,000001.SZ,9.39,9.5,9.3,9.41,9.38,1500000.0,14115000.0,1.5,10.32,8.44,true
2025-08-13,600003.SH,4.16,4.2,4.12,4.16,4.15,900000.0,3744000.0,0.9,4.57,3.74,true
2025-08-13,600004.SH,3.75,3.8,3.71,3.76,3.75,900000.0,3384000.0,0.9,4.12,3.38,true
2025-08-13,300001.SZ,27.71,28.03,27.43,27.75,27.67,800000.0,22200000.0,0.8,30.44,24.9,true
2025-08-13,688001.SH,41.56,42.04,41.14,41.62,41.5,800000.0,33296000.0,0.8,45.65,37.35,true
2025-08-13,920001.BJ,8.12,8.21,8.04,8.13,8.11,1300000.0,10569000.0,1.3,8.92,7.3,true
2025-08-13,600005.SH,7.46,7.54,7.39,7.47,7.45,900000.0,6723000.0,0.9,8.2,6.71,true
2025-08-13,600006.SH,5.54,5.61,5.48,5.55,5.53,900000.0,4995000.0,0.9,6.08,4.98,true
2025-08-13,001001.SZ,23.25,23.52,23.02,23.29,23.22,900000.0,20961000.0,0.9,25.54,20.9,true
2025-08-13,603999.SH,71.25,72.06,70.54,71.35,71.14,824.0,58792.4,0.0008,78.25,64.03,true
2025-08-14,600001.SH,12.14,12.3,12.02,12.18,12.11,1200000.0,14616000.0,1.2,13.32,10.9,true
2025-08-14,600002.SH,18.21,18.45,18.03,18.27,18.16,900000.0,16443000.0,0.9,19.98,16.34,true
2025-08-14,000001.SZ,9.43,9.54,9.34,9.45,9.41,1500000.0,14175000.0,1.5,10.35,8.47,true
2025-08-14,600003.SH,4.17,4.22,4.13,4.18,4.16,900000.0,3762000.0,0.9,4.58,3.74,true
2025-08-14,600004.SH,3.77,3.82,3.73,3.78,3.76,900000.0,3402000.0,0.9,4.14,3.38,true
2025-08-14,300001.SZ,27.8,28.14,27.52,27.86,27.75,800000.0,22288000.0,0.8,30.53,24.98,true
2025-08-14,688001.SH,41.7,42.21,41.28,41.79,41.62,800000.0,33432000.0,0.8,45.78,37.46,true
2025-08-14,920001.BJ,8.14,8.24,8.06,8.16,8.13,1300000.0,10608000.0,1.3,8.94,7.32,true
2025-08-14,600005.SH,7.48,7.58,7.41,7.5,7.47,900000.0,6750000.0,0.9,8.22,6.72,true
2025-08-14,600006.SH,5.56,5.63,5.5,5.57,5.55,900000.0,5013000.0,0.9,6.11,5.0,true
2025-08-14,001001.SZ,23.34,23.61,23.11,23.38,23.29,900000.0,21042000.0,0.9,25.62,20.96,true
2025-08-14,603999.SH,71.5,72.36,70.78,71.64,71.35,827.0,59246.28,0.0008,78.48,64.22,true
2025-08-15,600001.SH,12.22,12.39,12.1,12.27,12.18,1200000.0,14724000.0,1.2,13.4,10.96,true
2025-08-15,600002.SH,18.34,18.58,18.16,18.4,18.27,900000.0,16560000.0,0.9,20.1,16.44,true
2025-08-15,000001.SZ,9.47,9.6,9.38,9.5,9.45,1500000.0,14250000.0,1.5,10.39,8.5,true
2025-08-15,600003.SH,4.19,4.24,4.15,4.2,4.18,900000.0,3780000.0,0.9,4.6,3.76,true
2025-08-15,600004.SH,3.79,3.84,3.75,3.8,3.78,900000.0,3420000.0,0.9,4.16,3.4,true
2025-08-15,300001.SZ,27.93,28.28,27.65,28.0,27.86,800000.0,22400000.0,0.8,30.65,25.07,true
2025-08-15,688001.SH,41.89,42.42,41.47,42.0,41.79,800000.0,33600000.0,0.8,45.97,37.61,true
2025-08-15,920001.BJ,8.18,8.28,8.1,8.2,8.16,1300000.0,10660000.0,1.3,8.98,7.34,true
2025-08-15,600005.SH,7.52,7.62,7.44,7.54,7.5,900000.0,6786000.0,0.9,8.25,6.75,true
2025-08-15,600006.SH,5.58,5.66,5.52,5.6,5.57,900000.0,5040000.0,0.9,6.13,5.01,true
2025-08-15,001001.SZ,23.44,23.73,23.21,23.5,23.38,900000.0,21150000.0,0.9,25.72,21.04,true
2025-08-15,603999.SH,71.82,72.72,71.1,72.0,71.64,830.0,59760.0,0.0008,78.8,64.48,true
2025-08-18,600001.SH,12.25,12.37,12.11,12.23,12.27,1200000.0,14676000.0,1.2,13.5,11.04,true
2025-08-18,600002.SH,18.37,18.55,18.16,18.34,18.4,900000.0,16506000.0,0.9,20.24,16.56,true
2025-08-18,000001.SZ,9.47,9.56,9.36,9.45,9.5,1500000.0,14175000.0,1.5,10.45,8.55,true
2025-08-18,600003.SH,4.19,4.23,4.14,4.18,4.2,900000.0,3762000.0,0.9,4.62,3.78,true
2025-08-18,600004.SH,3.79,3.83,3.74,3.78,3.8,900000.0,3402000.0,0.9,4.18,3.42,true
2025-08-18,300001.SZ,27.93,28.21,27.58,27.86,28.0,800000.0,22288000.0,0.8,30.8,25.2,true
2025-08-18,688001.SH,41.89,42.31,41.37,41.79,42.0,800000.0,33432000.0,0.8,46.2,37.8,true
2025-08-18,920001.BJ,8.18,8.26,8.08,8.16,8.2,1300000.0,10608000.0,1.3,9.02,7.38,true
2025-08-18,600005.SH,7.52,7.6,7.42,7.5,7.54,900000.0,6750000.0,0.9,8.29,6.79,true
2025-08-18,600006.SH,5.58,5.64,5.51,5.57,5.6,900000.0,5013000.0,0.9,6.16,5.04,true
2025-08-18,001001.SZ,23.44,23.67,23.15,23.38,23.5,900000.0,21042000.0,0.9,25.85,21.15,true
2025-08-18,603999.SH,71.82,72.54,70.92,71.64,72.0,833.0,59676.12,0.0008,79.2,64.8,true
2025-08-19,600001.SH,12.22,12.34,12.09,12.21,12.23,1200000.0,14652000.0,1.2,13.45,11.01,true
2025-08-19,600002.SH,18.32,18.5,18.12,18.3,18.34,900000.0,16470000.0,0.9,20.17,16.51,true
2025-08-19,000001.SZ,9.43,9.52,9.32,9.41,9.45,1500000.0,14115000.0,1.5,10.39,8.5,true
2025-08-19,600003.SH,4.17,4.21,4.12,4.16,4.18,900000.0,3744000.0,0.9,4.6,3.76,true
2025-08-19,600004.SH,3.77,3.81,3.72,3.76,3.78,900000.0,3384000.0,0.9,4.16,3.4,true
2025-08-19,300001.SZ,27.8,28.08,27.47,27.75,27.86,800000.0,22200000.0,0.8,30.65,25.07,true
2025-08-19,688001.SH,41.7,42.12,41.2,41.62,41.79,800000.0,33296000.0,0.8,45.97,37.61,true
2025-08-19,920001.BJ,8.14,8.22,8.05,8.13,8.16,1300000.0,10569000.0,1.3,8.98,7.34,true
2025-08-19,600005.SH,7.48,7.55,7.4,7.47,7.5,900000.0,6723000.0,0.9,8.25,6.75,true
2025-08-19,600006.SH,5.56,5.62,5.49,5.55,5.57,900000.0,4995000.0,0.9,6.13,5.01,true
2025-08-19,001001.SZ,23.34,23.57,23.06,23.29,23.38,900000.0,20961000.0,0.9,25.72,21.04,true
2025-08-19,603999.SH,71.5,72.22,70.64,71.35,71.64,836.0,59648.6,0.0008,78.8,64.48,true
2025-08-20,600001.SH,12.21,12.33,12.08,12.2,12.21,1200000.0,14640000.0,1.2,13.43,10.99,true
2025-08-20,600002.SH,18.29,18.47,18.1,18.28,18.3,900000.0,16452000.0,0.9,20.13,16.47,true
2025-08-20,000001.SZ,9.39,9.48,9.29,9.38,9.41,1500000.0,14070000.0,1.5,10.35,8.47,true
2025-08-20,600003.SH,4.16,4.2,4.11,4.15,4.16,900000.0,3735000.0,0.9,4.58,3.74,true
2025-08-20,600004.SH,3.75,3.79,3.71,3.75,3.76,900000.0,3375000.0,0.9,4.14,3.38,true
2025-08-20,300001.SZ,27.71,27.99,27.39,27.67,27.75,800000.0,22136000.0,0.8,30.53,24.98,true
2025-08-20,688001.SH,41.56,41.98,41.09,41.5,41.62,800000.0,33200000.0,0.8,45.78,37.46,true
2025-08-20,920001.BJ,8.12,8.2,8.03,8.11,8.13,1300000.0,10543000.0,1.3,8.94,7.32,true
2025-08-20,600005.SH,7.46,7.53,7.38,7.45,7.47,900000.0,6705000.0,0.9,8.22,6.72,true
2025-08-20,600006.SH,5.54,5.6,5.47,5.53,5.55,900000.0,4977000.0,0.9,6.11,5.0,true
2025-08-20,001001.SZ,23.25,23.48,22.99,23.22,23.29,900000.0,20898000.0,0.9,25.62,20.96,true
2025-08-20,603999.SH,71.25,71.96,70.43,71.14,71.35,839.0,59686.46,0.0008,78.48,64.22,true
2025-08-21,600001.SH,12.2,12.32,12.08,12.2,12.2,1200000.0,14640000.0,1.2,13.42,10.98,true
2025-08-21,600002.SH,18.28,18.46,18.1,18.28,18.28,900000.0,16452000.0,0.9,20.11,16.45,true
2025-08-21,000001.SZ,9.37,9.46,9.27,9.36,9.38,1500000.0,14040000.0,1.5,10.32,8.44,true
2025-08-21,600003.SH,4.14,4.18,4.1,4.14,4.15,900000.0,3726000.0,0.9,4.57,3.74,true
2025-08-21,600004.SH,3.75,3.79,3.7,3.74,3.75,900000.0,3366000.0,0.9,4.12,3.38,true
2025-08-21,300001.SZ,27.64,27.92,27.33,27.61,27.67,800000.0,22088000.0,0.8,30.44,24.9,true
2025-08-21,688001.SH,41.46,41.87,41.01,41.42,41.5,800000.0,33136000.0,0.8,45.65,37.35,true
2025-08-21,920001.BJ,8.1,8.18,8.01,8.09,8.11,1300000.0,10517000.0,1.3,8.92,7.3,true
2025-08-21,600005.SH,7.45,7.52,7.37,7.44,7.45,900000.0,6696000.0,0.9,8.2,6.71,true
2025-08-21,600006.SH,5.53,5.59,5.46,5.52,5.53,900000.0,4968000.0,0.9,6.08,4.98,true
2025-08-21,001001.SZ,23.2,23.43,22.94,23.17,23.22,900000.0,20853000.0,0.9,25.54,20.9,true
2025-08-21,603999.SH,71.07,71.78,70.29,71.0,71.14,842.0,59782.0,0.0008,78.25,64.03,true
2025-08-22,600001.SH,12.21,12.33,12.09,12.21,12.2,1200000.0,14652000.0,1.2,13.42,10.98,true
2025-08-22,600002.SH,18.29,18.48,18.11,18.3,18.28,900000.0,16470000.0,0.9,20.11,16.45,true
2025-08-22,000001.SZ,9.36,9.45,9.26,9.35,9.36,1500000.0,14025000.0,1.5,10.3,8.42,true
2025-08-22,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-22,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-22,300001.SZ,27.59,27.87,27.3,27.58,27.61,800000.0,22064000.0,0.8,30.37,24.85,true
2025-08-22,688001.SH,41.4,41.81,40.97,41.38,41.42,800000.0,33104000.0,0.8,45.56,37.28,true
2025-08-22,920001.BJ,8.09,8.17,8.0,8.08,8.09,1300000.0,10504000.0,1.3,8.9,7.28,true
2025-08-22,600005.SH,7.44,7.51,7.36,7.43,7.44,900000.0,6687000.0,0.9,8.18,6.7,true
2025-08-22,600006.SH,5.51,5.57,5.45,5.51,5.52,900000.0,4959000.0,0.9,6.07,4.97,true
2025-08-22,001001.SZ,23.16,23.39,22.92,23.15,23.17,900000.0,20835000.0,0.9,25.49,20.85,true
2025-08-22,603999.SH,70.97,71.68,70.22,70.93,71.0,845.0,59935.85,0.0008,78.1,63.9,true
2025-08-25,600001.SH,12.22,12.35,12.1,12.23,12.21,1200000.0,14676000.0,1.2,13.43,10.99,true
2025-08-25,600002.SH,18.32,18.52,18.14,18.34,18.3,900000.0,16506000.0,0.9,20.13,16.47,true
2025-08-25,000001.SZ,9.35,9.44,9.26,9.35,9.35,1500000.0,14025000.0,1.5,10.29,8.41,true
2025-08-25,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-25,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-25,300001.SZ,27.58,27.86,27.3,27.58,27.58,800000.0,22064000.0,0.8,30.34,24.82,true
2025-08-25,688001.SH,41.38,41.79,40.97,41.38,41.38,800000.0,33104000.0,0.8,45.52,37.24,true
2025-08-25,920001.BJ,8.08,8.16,8.0,8.08,8.08,1300000.0,10504000.0,1.3,8.89,7.27,true
2025-08-25,600005.SH,7.43,7.5,7.36,7.43,7.43,900000.0,6687000.0,0.9,8.17,6.69,true
2025-08-25,600006.SH,5.51,5.57,5.45,5.51,5.51,900000.0,4959000.0,0.9,6.06,4.96,true
2025-08-25,001001.SZ,23.15,23.38,22.92,23.15,23.15,900000.0,20835000.0,0.9,25.46,20.84,true
2025-08-25,603999.SH,70.93,71.64,70.22,70.93,70.93,848.0,60148.64,0.0008,78.02,63.84,true
2025-08-26,600001.SH,12.25,12.39,12.13,12.27,12.23,1200000.0,14724000.0,1.2,13.45,11.01,true
2025-08-26,600002.SH,18.37,18.58,18.19,18.4,18.34,900000.0,16560000.0,0.9,20.17,16.51,true
2025-08-26,000001.SZ,9.36,9.45,9.27,9.36,9.35,1500000.0,14040000.0,1.5,10.29,8.41,true
2025-08-26,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-08-26,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-08-26,300001.SZ,27.59,27.89,27.31,27.61,27.58,800000.0,22088000.0,0.8,30.34,24.82,true
2025-08-26,688001.SH,41.4,41.83,40.99,41.42,41.38,800000.0,33136000.0,0.8,45.52,37.24,true
2025-08-26,920001.BJ,8.09,8.17,8.01,8.09,8.08,1300000.0,10517000.0,1.3,8.89,7.27,true
2025-08-26,600005.SH,7.44,7.51,7.37,7.44,7.43,900000.0,6696000.0,0.9,8.17,6.69,true
2025-08-26,600006.SH,5.51,5.58,5.45,5.52,5.51,900000.0,4968000.0,0.9,6.06,4.96,true
2025-08-26,001001.SZ,23.16,23.4,22.93,23.17,23.15,900000.0,20853000.0,0.9,25.46,20.84,true
2025-08-26,603999.SH,70.97,71.71,70.26,71.0,70.93,851.0,60421.0,0.0009,78.02,63.84,true
2025-08-27,600001.SH,12.29,12.44,12.17,12.32,12.27,1200000.0,14784000.0,1.2,13.5,11.04,true
2025-08-27,600002.SH,18.43,18.65,18.25,18.47,18.4,900000.0,16623000.0,0.9,20.24,16.56,true
2025-08-27,000001.SZ,9.37,9.47,9.28,9.38,9.36,1500000.0,14070000.0,1.5,10.3,8.42,true
2025-08-27,600003.SH,4.14,4.19,4.1,4.15,4.14,900000.0,3735000.0,0.9,4.55,3.73,true
2025-08-27,600004.SH,3.75,3.79,3.71,3.75,3.74,900000.0,3375000.0,0.9,4.11,3.37,true
2025-08-27,300001.SZ,27.64,27.95,27.36,27.67,27.61,800000.0,22136000.0,0.8,30.37,24.85,true
2025-08-27,688001.SH,41.46,41.91,41.05,41.5,41.42,800000.0,33200000.0,0.8,45.56,37.28,true
2025-08-27,920001.BJ,8.1,8.19,8.02,8.11,8.09,1300000.0,10543000.0,1.3,8.9,7.28,true
2025-08-27,600005.SH,7.45,7.52,7.38,7.45,7.44,900000.0,6705000.0,0.9,8.18,6.7,true
2025-08-27,600006.SH,5.53,5.59,5.47,5.53,5.52,900000.0,4977000.0,0.9,6.07,4.97,true
2025-08-27,001001.SZ,23.2,23.45,22.97,23.22,23.17,900000.0,20898000.0,0.9,25.49,20.85,true
2025-08-27,603999.SH,71.07,71.85,70.36,71.14,71.0,854.0,60753.56,0.0009,78.1,63.9,true
2025-08-28,600001.SH,12.35,12.5,12.23,12.38,12.32,1200000.0,14856000.0,1.2,13.55,11.09,true
2025-08-28,600002.SH,18.52,18.75,18.33,18.56,18.47,900000.0,16704000.0,0.9,20.32,16.62,true
2025-08-28,000001.SZ,9.39,9.5,9.3,9.41,9.38,1500000.0,14115000.0,1.5,10.32,8.44,true
2025-08-28,600003.SH,4.16,4.2,4.12,4.16,4.15,900000.0,3744000.0,0.9,4.57,3.74,true
2025-08-28,600004.SH,3.75,3.8,3.71,3.76,3.75,900000.0,3384000.0,0.9,4.12,3.38,true
2025-08-28,300001.SZ,27.71,28.03,27.43,27.75,27.67,800000.0,22200000.0,0.8,30.44,24.9,true
2025-08-28,688001.SH,41.56,42.04,41.14,41.62,41.5,800000.0,33296000.0,0.8,45.65,37.35,true
2025-08-28,920001.BJ,8.12,8.21,8.04,8.13,8.11,1300000.0,10569000.0,1.3,8.92,7.3,true
2025-08-28,600005.SH,7.46,7.54,7.39,7.47,7.45,900000.0,6723000.0,0.9,8.2,6.71,true
